item_name_en,weapon,finish,rarity_en,case_name_en,marketHashName_used,platform,price,source,status
★ Shadow Daggers | Stained,★ Shadow Daggers,Stained,Restricted,Shadow Case,★ Shadow Daggers | Stained (Factory New),steam,1792.93,single,200
★ Shadow Daggers | Urban Masked,★ Shadow Daggers,Urban Masked,Restricted,Shadow Case,★ Shadow Daggers | Urban Masked (Factory New),steam,1281.63,single,200
G3SG1 | Black Sand,G3SG1,Black Sand,Covert,Shattered Web Case,G3SG1 | Black Sand (Factory New),steam,25.06,single,200
SCAR-20 | Torn,SCAR-20,Torn,Covert,Shattered Web Case,SCAR-20 | Torn (Factory New),steam,15.66,single,200
Nova | Plume,Nova,Plume,Covert,Shattered Web Case,Nova | Plume (Factory New),steam,21.28,single,200
M249 | Warbird,M249,Warbird,Covert,Shattered Web Case,M249 | Warbird (Factory New),steam,27.91,single,200
R8 Revolver | Memento,R8 Revolver,Memento,Covert,Shattered Web Case,R8 Revolver | Memento (Factory New),steam,26.84,single,200
MP5-SD | Acid Wash,MP5-SD,Acid Wash,Covert,Shattered Web Case,MP5-SD | Acid Wash (Factory New),steam,19.65,single,200
Dual Berettas | Balance,Dual Berettas,Balance,Covert,Shattered Web Case,Dual Berettas | Balance (Factory New),steam,45.92,single,200
PP-Bizon | Embargo,PP-Bizon,Embargo,Classified,Shattered Web Case,PP-Bizon | Embargo (Factory New),steam,97.54,single,200
MP7 | Neon Ply,MP7,Neon Ply,Classified,Shattered Web Case,MP7 | Neon Ply (Factory New),steam,95.62,single,200
P2000 | Obsidian,P2000,Obsidian,Classified,Shattered Web Case,P2000 | Obsidian (Factory New),steam,114.99,single,200
AUG | Arctic Wolf,AUG,Arctic Wolf,Classified,Shattered Web Case,AUG | Arctic Wolf (Factory New),steam,96.12,single,200
AK-47 | Rat Rod,AK-47,Rat Rod,Classified,Shattered Web Case,AK-47 | Rat Rod (Factory New),steam,621.66,single,200
Tec-9 | Decimator,Tec-9,Decimator,Gold,Shattered Web Case,Tec-9 | Decimator (Factory New),steam,741.64,single,200
SSG 08 | Bloodshot,SSG 08,Bloodshot,Gold,Shattered Web Case,SSG 08 | Bloodshot (Minimal Wear),steam,1312.82,single,200
SG 553 | Colony IV,SG 553,Colony IV,Gold,Shattered Web Case,SG 553 | Colony IV (Factory New),steam,633.55,single,200
MAC-10 | Stalker,MAC-10,Stalker,Restricted,Shattered Web Case,MAC-10 | Stalker (Factory New),steam,1246.03,single,200
AWP | Containment Breach,AWP,Containment Breach,Restricted,Shattered Web Case,AWP | Containment Breach (Factory New),steam,12460.35,single,200
★ Nomad Knife,,,Restricted,Shattered Web Case,,steam,,current,
★ Nomad Knife | Blue Steel,★ Nomad Knife,Blue Steel,Restricted,Shattered Web Case,★ Nomad Knife | Blue Steel (Factory New),steam,3831.23,single,200
★ Nomad Knife | Boreal Forest,★ Nomad Knife,Boreal Forest,Restricted,Shattered Web Case,★ Nomad Knife | Boreal Forest (Factory New),steam,4598.86,single,200
★ Nomad Knife | Case Hardened,★ Nomad Knife,Case Hardened,Restricted,Shattered Web Case,★ Nomad Knife | Case Hardened (Factory New),steam,5773.27,single,200
★ Nomad Knife | Crimson Web,★ Nomad Knife,Crimson Web,Restricted,Shattered Web Case,★ Nomad Knife | Crimson Web (Minimal Wear),steam,3316.8,single,200
★ Nomad Knife | Fade,★ Nomad Knife,Fade,Restricted,Shattered Web Case,★ Nomad Knife | Fade (Factory New),steam,4366.24,single,200
★ Nomad Knife | Forest DDPAT,★ Nomad Knife,Forest DDPAT,Restricted,Shattered Web Case,★ Nomad Knife | Forest DDPAT (Factory New),steam,2355.21,single,200
★ Nomad Knife | Night Stripe,★ Nomad Knife,Night Stripe,Restricted,Shattered Web Case,★ Nomad Knife | Night Stripe (Minimal Wear),steam,1401.96,single,200
★ Nomad Knife | Safari Mesh,★ Nomad Knife,Safari Mesh,Restricted,Shattered Web Case,★ Nomad Knife | Safari Mesh (Factory New),steam,1638.92,single,200
★ Nomad Knife | Scorched,★ Nomad Knife,Scorched,Restricted,Shattered Web Case,★ Nomad Knife | Scorched (Factory New),steam,2630.27,single,200
★ Nomad Knife | Slaughter,★ Nomad Knife,Slaughter,Restricted,Shattered Web Case,★ Nomad Knife | Slaughter (Factory New),steam,3390.21,single,200
★ Nomad Knife | Stained,★ Nomad Knife,Stained,Restricted,Shattered Web Case,★ Nomad Knife | Stained (Factory New),steam,2676.76,single,200
★ Nomad Knife | Urban Masked,★ Nomad Knife,Urban Masked,Restricted,Shattered Web Case,★ Nomad Knife | Urban Masked (Minimal Wear),steam,1473.88,single,200
★ Skeleton Knife,,,Restricted,Shattered Web Case,,steam,,current,
★ Skeleton Knife | Blue Steel,★ Skeleton Knife,Blue Steel,Restricted,Shattered Web Case,★ Skeleton Knife | Blue Steel (Factory New),steam,5322.49,single,200
★ Skeleton Knife | Boreal Forest,★ Skeleton Knife,Boreal Forest,Restricted,Shattered Web Case,★ Skeleton Knife | Boreal Forest (Minimal Wear),steam,1526.07,single,200
★ Skeleton Knife | Case Hardened,★ Skeleton Knife,Case Hardened,Restricted,Shattered Web Case,★ Skeleton Knife | Case Hardened (Factory New),steam,7102.82,single,200
★ Skeleton Knife | Crimson Web,★ Skeleton Knife,Crimson Web,Restricted,Shattered Web Case,★ Skeleton Knife | Crimson Web,steam,,current,-1
★ Skeleton Knife | Fade,★ Skeleton Knife,Fade,Restricted,Shattered Web Case,★ Skeleton Knife | Fade,steam,,current,-1
★ Skeleton Knife | Forest DDPAT,★ Skeleton Knife,Forest DDPAT,Restricted,Shattered Web Case,★ Skeleton Knife | Forest DDPAT,steam,,current,-1
★ Skeleton Knife | Night Stripe,★ Skeleton Knife,Night Stripe,Restricted,Shattered Web Case,★ Skeleton Knife | Night Stripe,steam,,current,-1
★ Skeleton Knife | Safari Mesh,★ Skeleton Knife,Safari Mesh,Restricted,Shattered Web Case,★ Skeleton Knife | Safari Mesh,steam,,current,-1
★ Skeleton Knife | Scorched,★ Skeleton Knife,Scorched,Restricted,Shattered Web Case,★ Skeleton Knife | Scorched,steam,,current,-1
★ Skeleton Knife | Slaughter,★ Skeleton Knife,Slaughter,Restricted,Shattered Web Case,★ Skeleton Knife | Slaughter,steam,,current,-1
★ Skeleton Knife | Stained,★ Skeleton Knife,Stained,Restricted,Shattered Web Case,★ Skeleton Knife | Stained,steam,,current,-1
★ Skeleton Knife | Urban Masked,★ Skeleton Knife,Urban Masked,Restricted,Shattered Web Case,★ Skeleton Knife | Urban Masked,steam,,current,-1
★ Paracord Knife,,,Restricted,Shattered Web Case,,steam,,current,
★ Paracord Knife | Blue Steel,★ Paracord Knife,Blue Steel,Restricted,Shattered Web Case,★ Paracord Knife | Blue Steel,steam,,current,-1
★ Paracord Knife | Boreal Forest,★ Paracord Knife,Boreal Forest,Restricted,Shattered Web Case,★ Paracord Knife | Boreal Forest,steam,,current,-1
★ Paracord Knife | Case Hardened,★ Paracord Knife,Case Hardened,Restricted,Shattered Web Case,★ Paracord Knife | Case Hardened,steam,,current,-1
★ Paracord Knife | Crimson Web,★ Paracord Knife,Crimson Web,Restricted,Shattered Web Case,★ Paracord Knife | Crimson Web,steam,,current,-1
★ Paracord Knife | Fade,★ Paracord Knife,Fade,Restricted,Shattered Web Case,★ Paracord Knife | Fade (Factory New),steam,2215.37,single,200
★ Paracord Knife | Forest DDPAT,★ Paracord Knife,Forest DDPAT,Restricted,Shattered Web Case,★ Paracord Knife | Forest DDPAT (Factory New),steam,1068.03,single,200
★ Paracord Knife | Night Stripe,★ Paracord Knife,Night Stripe,Restricted,Shattered Web Case,★ Paracord Knife | Night Stripe (Factory New),steam,2561.63,single,200
★ Paracord Knife | Safari Mesh,★ Paracord Knife,Safari Mesh,Restricted,Shattered Web Case,★ Paracord Knife | Safari Mesh (Minimal Wear),steam,721.98,single,200
★ Paracord Knife | Scorched,★ Paracord Knife,Scorched,Restricted,Shattered Web Case,★ Paracord Knife | Scorched (Factory New),steam,1694.75,single,200
★ Paracord Knife | Slaughter,★ Paracord Knife,Slaughter,Restricted,Shattered Web Case,★ Paracord Knife | Slaughter (Factory New),steam,1913.9,single,200
★ Paracord Knife | Stained,★ Paracord Knife,Stained,Restricted,Shattered Web Case,★ Paracord Knife | Stained (Factory New),steam,1716.68,single,200
★ Paracord Knife | Urban Masked,★ Paracord Knife,Urban Masked,Restricted,Shattered Web Case,★ Paracord Knife | Urban Masked (Factory New),steam,1731.34,single,200
★ Survival Knife,,,Restricted,Shattered Web Case,,steam,,current,
★ Survival Knife | Blue Steel,★ Survival Knife,Blue Steel,Restricted,Shattered Web Case,★ Survival Knife | Blue Steel (Factory New),steam,2242.86,single,200
★ Survival Knife | Boreal Forest,★ Survival Knife,Boreal Forest,Restricted,Shattered Web Case,★ Survival Knife | Boreal Forest (Minimal Wear),steam,750.68,single,200
★ Survival Knife | Case Hardened,★ Survival Knife,Case Hardened,Restricted,Shattered Web Case,★ Survival Knife | Case Hardened (Factory New),steam,2795.96,single,200
★ Survival Knife | Crimson Web,★ Survival Knife,Crimson Web,Restricted,Shattered Web Case,★ Survival Knife | Crimson Web (Factory New),steam,10105.2,single,200
★ Survival Knife | Fade,★ Survival Knife,Fade,Restricted,Shattered Web Case,★ Survival Knife | Fade (Factory New),steam,2242.86,single,200
★ Survival Knife | Forest DDPAT,★ Survival Knife,Forest DDPAT,Restricted,Shattered Web Case,★ Survival Knife | Forest DDPAT (Factory New),steam,1665.84,single,200
★ Survival Knife | Night Stripe,★ Survival Knife,Night Stripe,Restricted,Shattered Web Case,★ Survival Knife | Night Stripe (Factory New),steam,2167.74,single,200
★ Survival Knife | Safari Mesh,★ Survival Knife,Safari Mesh,Restricted,Shattered Web Case,★ Survival Knife | Safari Mesh (Factory New),steam,1424.04,single,200
★ Survival Knife | Scorched,★ Survival Knife,Scorched,Restricted,Shattered Web Case,★ Survival Knife | Scorched (Factory New),steam,1379.53,single,200
★ Survival Knife | Slaughter,★ Survival Knife,Slaughter,Restricted,Shattered Web Case,★ Survival Knife | Slaughter (Factory New),steam,1937.83,single,200
★ Survival Knife | Stained,★ Survival Knife,Stained,Restricted,Shattered Web Case,★ Survival Knife | Stained (Factory New),steam,1230.79,single,200
★ Survival Knife | Urban Masked,★ Survival Knife,Urban Masked,Restricted,Shattered Web Case,★ Survival Knife | Urban Masked (Minimal Wear),steam,902.62,single,200
Nova | Windblown,Nova,Windblown,Covert,Snakebite Case,Nova | Windblown (Factory New),steam,5.34,single,200
Glock-18 | Clear Polymer,Glock-18,Clear Polymer,Covert,Snakebite Case,Glock-18 | Clear Polymer (Factory New),steam,18.15,single,200
CZ75-Auto | Circaetus,CZ75-Auto,Circaetus,Covert,Snakebite Case,CZ75-Auto | Circaetus (Factory New),steam,9.39,single,200
M249 | O.S.I.P.R,M249,O.S.I.P.R,Covert,Snakebite Case,,steam,,current,
UMP-45 | Oscillator,UMP-45,Oscillator,Covert,Snakebite Case,UMP-45 | Oscillator (Factory New),steam,5.26,single,200
SG 553 | Heavy Metal,SG 553,Heavy Metal,Covert,Snakebite Case,SG 553 | Heavy Metal (Factory New),steam,7.4,single,200
R8 Revolver | Junkyard,R8 Revolver,Junkyard,Covert,Snakebite Case,,steam,,current,
P250 | Cyber Shell,P250,Cyber Shell,Classified,Snakebite Case,P250 | Cyber Shell (Factory New),steam,28.05,single,200
MAC-10 | Button Masher,MAC-10,Button Masher,Classified,Snakebite Case,MAC-10 | Button Masher (Factory New),steam,48.06,single,200
Negev | dev_texture,Negev,dev_texture,Classified,Snakebite Case,Negev | dev_texture (Factory New),steam,23.56,single,200
Desert Eagle | Trigger Discipline,Desert Eagle,Trigger Discipline,Classified,Snakebite Case,Desert Eagle | Trigger Discipline (Factory New),steam,44.78,single,200
AK-47 | Slate,AK-47,Slate,Classified,Snakebite Case,AK-47 | Slate (Factory New),steam,166.18,single,200
Galil AR | Chromatic Aberration,Galil AR,Chromatic Aberration,Gold,Snakebite Case,Galil AR | Chromatic Aberration (Factory New),steam,558.01,single,200
MP9 | Food Chain,MP9,Food Chain,Gold,Snakebite Case,MP9 | Food Chain (Factory New),steam,232.04,single,200
XM1014 | XOXO,XM1014,XOXO,Gold,Snakebite Case,XM1014 | XOXO (Factory New),steam,255.97,single,200
USP-S | The Traitor,USP-S,The Traitor,Restricted,Snakebite Case,USP-S | The Traitor (Factory New),steam,1698.45,single,200
M4A4 | In Living Color,M4A4,In Living Color,Restricted,Snakebite Case,M4A4 | In Living Color (Factory New),steam,2295.55,single,200
★ Broken Fang Gloves | Jade,★ Broken Fang Gloves,Jade,Restricted,Snakebite Case,★ Broken Fang Gloves | Jade (Factory New),steam,10680.3,single,200
★ Broken Fang Gloves | Yellow Banded,★ Broken Fang Gloves,Yellow Banded,Restricted,Snakebite Case,,steam,,current,
★ Broken Fang Gloves | Needle Point,★ Broken Fang Gloves,Needle Point,Restricted,Snakebite Case,★ Broken Fang Gloves | Needle Point (Factory New),steam,4660.38,single,200
★ Broken Fang Gloves | Unhinged,★ Broken Fang Gloves,Unhinged,Restricted,Snakebite Case,★ Broken Fang Gloves | Unhinged (Factory New),steam,4914.86,single,200
★ Driver Gloves | Snow Leopard,★ Driver Gloves,Snow Leopard,Restricted,Snakebite Case,★ Driver Gloves | Snow Leopard (Factory New),BUFF,19999.5,single,200
★ Driver Gloves | Black Tie,★ Driver Gloves,Black Tie,Restricted,Snakebite Case,★ Driver Gloves | Black Tie,steam,,current,-1
★ Driver Gloves | Rezan the Red,★ Driver Gloves,Rezan the Red,Restricted,Snakebite Case,★ Driver Gloves | Rezan the Red,steam,,current,-1
★ Driver Gloves | Queen Jaguar,★ Driver Gloves,Queen Jaguar,Restricted,Snakebite Case,★ Driver Gloves | Queen Jaguar,steam,,current,-1
★ Hand Wraps | CAUTION!,★ Hand Wraps,CAUTION!,Restricted,Snakebite Case,★ Hand Wraps | CAUTION!,steam,,current,-1
★ Hand Wraps | Constrictor,★ Hand Wraps,Constrictor,Restricted,Snakebite Case,★ Hand Wraps | Constrictor,steam,,current,-1
★ Hand Wraps | Giraffe,★ Hand Wraps,Giraffe,Restricted,Snakebite Case,★ Hand Wraps | Giraffe,steam,,current,-1
★ Hand Wraps | Desert Shamagh,★ Hand Wraps,Desert Shamagh,Restricted,Snakebite Case,★ Hand Wraps | Desert Shamagh,steam,,current,-1
★ Moto Gloves | Smoke Out,★ Moto Gloves,Smoke Out,Restricted,Snakebite Case,★ Moto Gloves | Smoke Out,steam,,current,-1
★ Moto Gloves | Blood Pressure,★ Moto Gloves,Blood Pressure,Restricted,Snakebite Case,★ Moto Gloves | Blood Pressure,steam,,current,-1
★ Moto Gloves | Finish Line,★ Moto Gloves,Finish Line,Restricted,Snakebite Case,★ Moto Gloves | Finish Line,steam,,current,-1
★ Moto Gloves | 3rd Commando Company,★ Moto Gloves,3rd Commando Company,Restricted,Snakebite Case,★ Moto Gloves | 3rd Commando Company,steam,,current,-1
★ Specialist Gloves | Marble Fade,★ Specialist Gloves,Marble Fade,Restricted,Snakebite Case,★ Specialist Gloves | Marble Fade,steam,,current,-1
★ Specialist Gloves | Field Agent,★ Specialist Gloves,Field Agent,Restricted,Snakebite Case,★ Specialist Gloves | Field Agent,steam,,current,-1
★ Specialist Gloves | Tiger Strike,★ Specialist Gloves,Tiger Strike,Restricted,Snakebite Case,★ Specialist Gloves | Tiger Strike (Battle-Scarred),steam,,current,-1
★ Specialist Gloves | Lt. Commander,★ Specialist Gloves,Lt. Commander,Restricted,Snakebite Case,★ Specialist Gloves | Lt. Commander (Factory New),steam,10145.28,single,200
★ Sport Gloves | Slingshot,★ Sport Gloves,Slingshot,Restricted,Snakebite Case,★ Sport Gloves | Slingshot (Factory New),BUFF,33887.0,single,200
★ Sport Gloves | Nocts,★ Sport Gloves,Nocts,Restricted,Snakebite Case,★ Sport Gloves | Nocts (Factory New),YOUPIN,29999.5,single,200
★ Sport Gloves | Scarlet Shamagh,★ Sport Gloves,Scarlet Shamagh,Restricted,Snakebite Case,★ Sport Gloves | Scarlet Shamagh (Minimal Wear),steam,6810.18,single,200
★ Sport Gloves | Big Game,★ Sport Gloves,Big Game,Restricted,Snakebite Case,★ Sport Gloves | Big Game (Minimal Wear),steam,4504.16,single,200
Sawed-Off | Morris,Sawed-Off,Morris,Covert,Spectrum 2 Case,Sawed-Off | Morris (Factory New),steam,7.33,single,200
AUG | Triqua,AUG,Triqua,Covert,Spectrum 2 Case,AUG | Triqua (Factory New),steam,7.97,single,200
Tec-9 | Cracked Opal,Tec-9,Cracked Opal,Covert,Spectrum 2 Case,Tec-9 | Cracked Opal (Factory New),steam,11.53,single,200
MAC-10 | Oceanic,MAC-10,Oceanic,Covert,Spectrum 2 Case,MAC-10 | Oceanic (Factory New),steam,5.05,single,200
Glock-18 | Off World,Glock-18,Off World,Covert,Spectrum 2 Case,Glock-18 | Off World (Factory New),steam,15.37,single,200
G3SG1 | Hunter,G3SG1,Hunter,Covert,Spectrum 2 Case,G3SG1 | Hunter (Factory New),steam,8.18,single,200
SCAR-20 | Jungle Slipstream,SCAR-20,Jungle Slipstream,Covert,Spectrum 2 Case,SCAR-20 | Jungle Slipstream (Factory New),steam,4.91,single,200
XM1014 | Ziggy,XM1014,Ziggy,Classified,Spectrum 2 Case,XM1014 | Ziggy (Factory New),steam,32.53,single,200
SG 553 | Phantom,SG 553,Phantom,Classified,Spectrum 2 Case,SG 553 | Phantom (Factory New),steam,30.26,single,200
UMP-45 | Exposure,UMP-45,Exposure,Classified,Spectrum 2 Case,UMP-45 | Exposure (Factory New),steam,30.4,single,200
MP9 | Goo,MP9,Goo,Classified,Spectrum 2 Case,MP9 | Goo (Factory New),steam,30.04,single,200
CZ75-Auto | Tacticat,CZ75-Auto,Tacticat,Classified,Spectrum 2 Case,CZ75-Auto | Tacticat (Factory New),steam,32.04,single,200
PP-Bizon | High Roller,PP-Bizon,High Roller,Gold,Spectrum 2 Case,PP-Bizon | High Roller (Factory New),steam,284.73,single,200
R8 Revolver | Llama Cannon,R8 Revolver,Llama Cannon,Gold,Spectrum 2 Case,R8 Revolver | Llama Cannon (Factory New),steam,343.9,single,200
M4A1-S | Leaded Glass,M4A1-S,Leaded Glass,Gold,Spectrum 2 Case,M4A1-S | Leaded Glass (Factory New),steam,516.07,single,200
P250 | See Ya Later,P250,See Ya Later,Restricted,Spectrum 2 Case,P250 | See Ya Later (Factory New),steam,1230.79,single,200
AK-47 | The Empress,AK-47,The Empress,Restricted,Spectrum 2 Case,AK-47 | The Empress (Factory New),steam,3610.22,single,200
★ Butterfly Knife | Doppler (Phase 1),★ Butterfly Knife,Doppler (Phase 1),Restricted,Spectrum 2 Case,,steam,,current,
★ Butterfly Knife | Doppler (Phase 2),★ Butterfly Knife,Doppler (Phase 2),Restricted,Spectrum 2 Case,,steam,,current,
★ Butterfly Knife | Doppler (Phase 3),★ Butterfly Knife,Doppler (Phase 3),Restricted,Spectrum 2 Case,,steam,,current,
★ Butterfly Knife | Doppler (Phase 4),★ Butterfly Knife,Doppler (Phase 4),Restricted,Spectrum 2 Case,,steam,,current,
★ Butterfly Knife | Doppler (Black Pearl),★ Butterfly Knife,Doppler (Black Pearl),Restricted,Spectrum 2 Case,,steam,,current,
★ Butterfly Knife | Doppler (Ruby),★ Butterfly Knife,Doppler (Ruby),Restricted,Spectrum 2 Case,★ Butterfly Knife | Doppler (Ruby),steam,,current,-1
★ Butterfly Knife | Doppler (Sapphire),★ Butterfly Knife,Doppler (Sapphire),Restricted,Spectrum 2 Case,★ Butterfly Knife | Doppler (Sapphire),steam,,current,-1
★ Butterfly Knife | Damascus Steel,★ Butterfly Knife,Damascus Steel,Restricted,Spectrum 2 Case,★ Butterfly Knife | Damascus Steel,steam,,current,-1
★ Butterfly Knife | Marble Fade,★ Butterfly Knife,Marble Fade,Restricted,Spectrum 2 Case,★ Butterfly Knife | Marble Fade,steam,,current,-1
★ Butterfly Knife | Tiger Tooth,★ Butterfly Knife,Tiger Tooth,Restricted,Spectrum 2 Case,★ Butterfly Knife | Tiger Tooth,steam,,current,-1
★ Butterfly Knife | Rust Coat,★ Butterfly Knife,Rust Coat,Restricted,Spectrum 2 Case,★ Butterfly Knife | Rust Coat,steam,,current,-1
★ Butterfly Knife | Ultraviolet,★ Butterfly Knife,Ultraviolet,Restricted,Spectrum 2 Case,★ Butterfly Knife | Ultraviolet,steam,,current,-1
★ Huntsman Knife | Doppler (Phase 1),★ Huntsman Knife,Doppler (Phase 1),Restricted,Spectrum 2 Case,★ Huntsman Knife | Doppler (Phase 1),steam,,current,-1
★ Huntsman Knife | Doppler (Phase 2),★ Huntsman Knife,Doppler (Phase 2),Restricted,Spectrum 2 Case,★ Huntsman Knife | Doppler (Phase 2),steam,,current,-1
★ Huntsman Knife | Doppler (Phase 3),★ Huntsman Knife,Doppler (Phase 3),Restricted,Spectrum 2 Case,★ Huntsman Knife | Doppler (Phase 3),steam,,current,-1
★ Huntsman Knife | Doppler (Phase 4),★ Huntsman Knife,Doppler (Phase 4),Restricted,Spectrum 2 Case,★ Huntsman Knife | Doppler (Phase 4),steam,,current,-1
★ Huntsman Knife | Doppler (Black Pearl),★ Huntsman Knife,Doppler (Black Pearl),Restricted,Spectrum 2 Case,★ Huntsman Knife | Doppler (Black Pearl),steam,,current,-1
★ Huntsman Knife | Doppler (Ruby),★ Huntsman Knife,Doppler (Ruby),Restricted,Spectrum 2 Case,★ Huntsman Knife | Doppler (Ruby),steam,,current,-1
★ Huntsman Knife | Doppler (Sapphire),★ Huntsman Knife,Doppler (Sapphire),Restricted,Spectrum 2 Case,★ Huntsman Knife | Doppler (Sapphire),steam,,current,-1
★ Huntsman Knife | Damascus Steel,★ Huntsman Knife,Damascus Steel,Restricted,Spectrum 2 Case,★ Huntsman Knife | Damascus Steel,steam,,current,-1
★ Huntsman Knife | Marble Fade,★ Huntsman Knife,Marble Fade,Restricted,Spectrum 2 Case,★ Huntsman Knife | Marble Fade (Minimal Wear),steam,,current,-1
★ Huntsman Knife | Tiger Tooth,★ Huntsman Knife,Tiger Tooth,Restricted,Spectrum 2 Case,★ Huntsman Knife | Tiger Tooth (Factory New),steam,2057.73,single,200
★ Huntsman Knife | Rust Coat,★ Huntsman Knife,Rust Coat,Restricted,Spectrum 2 Case,★ Huntsman Knife | Rust Coat (Well-Worn),steam,1012.63,single,200
★ Huntsman Knife | Ultraviolet,★ Huntsman Knife,Ultraviolet,Restricted,Spectrum 2 Case,★ Huntsman Knife | Ultraviolet (Factory New),steam,3526.27,single,200
★ Falchion Knife | Doppler (Phase 1),★ Falchion Knife,Doppler (Phase 1),Restricted,Spectrum 2 Case,,steam,,current,
★ Falchion Knife | Doppler (Phase 2),★ Falchion Knife,Doppler (Phase 2),Restricted,Spectrum 2 Case,,steam,,current,
★ Falchion Knife | Doppler (Phase 3),★ Falchion Knife,Doppler (Phase 3),Restricted,Spectrum 2 Case,,steam,,current,
★ Falchion Knife | Doppler (Phase 4),★ Falchion Knife,Doppler (Phase 4),Restricted,Spectrum 2 Case,,steam,,current,
★ Falchion Knife | Doppler (Black Pearl),★ Falchion Knife,Doppler (Black Pearl),Restricted,Spectrum 2 Case,,steam,,current,
★ Falchion Knife | Doppler (Ruby),★ Falchion Knife,Doppler (Ruby),Restricted,Spectrum 2 Case,,steam,,current,
★ Falchion Knife | Doppler (Sapphire),★ Falchion Knife,Doppler (Sapphire),Restricted,Spectrum 2 Case,,steam,,current,
★ Falchion Knife | Damascus Steel,★ Falchion Knife,Damascus Steel,Restricted,Spectrum 2 Case,★ Falchion Knife | Damascus Steel (Factory New),steam,1608.8,single,200
★ Falchion Knife | Marble Fade,★ Falchion Knife,Marble Fade,Restricted,Spectrum 2 Case,★ Falchion Knife | Marble Fade (Factory New),steam,2456.46,single,200
★ Falchion Knife | Tiger Tooth,★ Falchion Knife,Tiger Tooth,Restricted,Spectrum 2 Case,★ Falchion Knife | Tiger Tooth (Factory New),steam,2066.28,single,200
★ Falchion Knife | Rust Coat,★ Falchion Knife,Rust Coat,Restricted,Spectrum 2 Case,★ Falchion Knife | Rust Coat (Well-Worn),steam,1060.55,single,200
★ Falchion Knife | Ultraviolet,★ Falchion Knife,Ultraviolet,Restricted,Spectrum 2 Case,★ Falchion Knife | Ultraviolet (Factory New),steam,2826.93,single,200
★ Shadow Daggers | Doppler (Phase 1),★ Shadow Daggers,Doppler (Phase 1),Restricted,Spectrum 2 Case,★ Shadow Daggers | Doppler (Phase 1),steam,,current,-1
★ Shadow Daggers | Doppler (Phase 2),★ Shadow Daggers,Doppler (Phase 2),Restricted,Spectrum 2 Case,★ Shadow Daggers | Doppler (Phase 2),steam,,current,-1
★ Shadow Daggers | Doppler (Phase 3),★ Shadow Daggers,Doppler (Phase 3),Restricted,Spectrum 2 Case,★ Shadow Daggers | Doppler (Phase 3),steam,,current,-1
★ Shadow Daggers | Doppler (Phase 4),★ Shadow Daggers,Doppler (Phase 4),Restricted,Spectrum 2 Case,★ Shadow Daggers | Doppler (Phase 4),steam,,current,-1
★ Shadow Daggers | Doppler (Black Pearl),★ Shadow Daggers,Doppler (Black Pearl),Restricted,Spectrum 2 Case,★ Shadow Daggers | Doppler (Black Pearl),steam,,current,-1
★ Shadow Daggers | Doppler (Ruby),★ Shadow Daggers,Doppler (Ruby),Restricted,Spectrum 2 Case,★ Shadow Daggers | Doppler (Ruby),steam,,current,-1
★ Shadow Daggers | Doppler (Sapphire),★ Shadow Daggers,Doppler (Sapphire),Restricted,Spectrum 2 Case,★ Shadow Daggers | Doppler (Sapphire),steam,,current,-1
★ Shadow Daggers | Damascus Steel,★ Shadow Daggers,Damascus Steel,Restricted,Spectrum 2 Case,★ Shadow Daggers | Damascus Steel,steam,,current,-1
★ Shadow Daggers | Marble Fade,★ Shadow Daggers,Marble Fade,Restricted,Spectrum 2 Case,★ Shadow Daggers | Marble Fade,steam,,current,-1
★ Shadow Daggers | Tiger Tooth,★ Shadow Daggers,Tiger Tooth,Restricted,Spectrum 2 Case,★ Shadow Daggers | Tiger Tooth,steam,,current,-1
★ Shadow Daggers | Rust Coat,★ Shadow Daggers,Rust Coat,Restricted,Spectrum 2 Case,★ Shadow Daggers | Rust Coat,steam,,current,-1
★ Shadow Daggers | Ultraviolet,★ Shadow Daggers,Ultraviolet,Restricted,Spectrum 2 Case,★ Shadow Daggers | Ultraviolet,steam,,current,-1
★ Bowie Knife | Doppler (Phase 1),★ Bowie Knife,Doppler (Phase 1),Restricted,Spectrum 2 Case,★ Bowie Knife | Doppler (Phase 1),steam,,current,-1
★ Bowie Knife | Doppler (Phase 2),★ Bowie Knife,Doppler (Phase 2),Restricted,Spectrum 2 Case,★ Bowie Knife | Doppler (Phase 2),steam,,current,-1
★ Bowie Knife | Doppler (Phase 3),★ Bowie Knife,Doppler (Phase 3),Restricted,Spectrum 2 Case,★ Bowie Knife | Doppler (Phase 3),steam,,current,-1
★ Bowie Knife | Doppler (Phase 4),★ Bowie Knife,Doppler (Phase 4),Restricted,Spectrum 2 Case,,steam,,current,
★ Bowie Knife | Doppler (Black Pearl),★ Bowie Knife,Doppler (Black Pearl),Restricted,Spectrum 2 Case,,steam,,current,
★ Bowie Knife | Doppler (Ruby),★ Bowie Knife,Doppler (Ruby),Restricted,Spectrum 2 Case,,steam,,current,
★ Bowie Knife | Doppler (Sapphire),★ Bowie Knife,Doppler (Sapphire),Restricted,Spectrum 2 Case,,steam,,current,
★ Bowie Knife | Damascus Steel,★ Bowie Knife,Damascus Steel,Restricted,Spectrum 2 Case,★ Bowie Knife | Damascus Steel (Factory New),steam,1565.94,single,200
★ Bowie Knife | Marble Fade,★ Bowie Knife,Marble Fade,Restricted,Spectrum 2 Case,★ Bowie Knife | Marble Fade (Factory New),steam,2538.06,single,200
